"cleaned","label"
"so the teachers of ny will be getting their covid19 vaccines this monday it's sad and frustrating that health care workers specially those who works for our unit nurses pct sw doesn't have any clue when will we get our vaccine forgottenwarriors","1"
"not a day goes by this year that an itp patient of mine asks about the safety of the vaccine while this expert commentary doesn't directly address it it does critically review the cause vs coincidence of itp after covid vaccination","-1"
"or they might just go get the vaccine like 1 mil french ppl did in one day when they received notice of a similar vaccine mandate it's the little things in life that make all of this misery bearable and ppl do not want to be disrupted of this","-1"
"donald jtrump stole 100 million dollars from his fucking criminal asshole douche bag supporters and our new president joe biden administration gave out 100 million vaccine shots you do the math we win trump supporters loss again","1"
"my teens are freaking out that the school told them they have to get a vaccine by september who can help me organize a town hall with panelist that can talk about the vaccine to young people inbox me or email shaquanacom thank you in advance peoplepower","-1"
"not everyone i regularly still encounter people confused by it and have not seen my own american friends use it in hundreds of vaccine posts on my facebook feed maybe younger people are more likely","-1"
"yes getting vaccinated leads to herd immunity and prevents you from a serious infection for example you can still get the flu after getting the flu shot but having the vaccine reduces the severity","1"
"please get vaccinated new york city lost 800 people a day at the worst of this please get vaccinated i don't care about your political beliefs or who you voted for just get the vaccine","1"
"totally agree the mixed messages right now are going to make people distrust the vaccine","1"
"it's a shame that this vaccine rollout is a disaster","1"
"i get my second vaccine tomorrow i'm type nervous","1"
"also how did israel who has a fraction of the gdp of canada manage to vaccine its population blame ford and trudeau not the us trying to vaccine it's population","1"
"i just don't believe people should be forced for a vaccine on a virus with a 99survival rate","-1"
"stern was saying this the other day the trump vaccine works miracles","1"
"it's not idiotic it's dishonest i eyeballed it snd counted them up and it looks like about 170 vaxed and 90 unvaxed have serious effects which is inline with israel's 64 vax rate","-1"
"not splitting hairs it's the definition of a vaccine i'm not minimizing what the covid shot does but it sure as shit doesn't give immunity","-1"
"dosesparing maybe in the event of vaccine shortage though","1"
"srsly though you'd still be able to get a standardissue vaccine after i think june or whenever they unblind the trial which could be a lot sooner","1"
"you can't catch heart disease from someone coughing near you at key food americans aren't willfully rejecting a heart disease vaccine not sure what point you're trying to make with this false equivalence","1"
"the rate seen after these vaccines is slightly higher than the background rate so with no vaccine at all the majority of those you cited would have gotten myocarditis anyway or am i misunderstanding also are you a scientist or doctor","-1"
"every vaccine today was not a rna targeted vaccine and was tested in lab animals lomg before being released since animals are rna species we can't use them in labs humans are the lab rats yes all vaccines were dna vaccines and once new after being tested for years not this","-1"
"breaking whistleblowers expose leaked internal docs detailing new effort to secretly censor vaccine concerns on a global scale exposefacebook","-1"
"give me my stimulus check give me my vaccine and cancel my student loan debt","1"
"the biden administration was left no information and now has no idea how much vaccine they have um the vaccines are stored in freezers right can we get a count from each storage location like within 1week you know inventory coronavirusvaccine getvaccinated vaccine","1"
"anything you can do to get more vaccines to the stonybrook vaccine center","1"
"and ppl are losing their jobs bc they have refused the vaccine i don't see this trend going away unfortunately","1"
"under served communities blackbrown my ass if the they gave the vaccine at liquor stores they'd all b vaccinated by now 3000 a day each in queens n brooklyn all black n brown","1"
"that'd be awesome it's a race at this point to get more vaccine out before the variants can take hold so more is always better","1"
"they honestly need me running the damn vaccine outreach to minority communities they are doing a shit poor job","1"
"omfg the vaccine is free","1"
"no time like the present that's how mayor walsh described the opportunity get vaccinated at a popup clinic at destiny usa you don't have to go out of your way you can get your shot its jandj its one and done walkins welcome in the canyon","1"
"star lotulelei optsout last year to protect himself from covid star lotulelei also optsout of the vaccine that will protect himself from covid it's just really hard to be a fan when you dissect the humans on the team go bills i guess","1"
"second vaccine shot this weekend wish me luck and sending you love and hugs back","1"
"if only herman cain had lived long enough to reject the vaccine","-1"
"i bet they get the vaccine before we do","1"
"i bet cuomo s mother got the vaccine","1"
"so what happens to someone if they have an auto immune disease and they take the vaccine does anyone know","-1"
"it's the covid vaccine side effect simulator","-1"
"because of the embarrassing number of shitheads who won't get the lifesaving vaccine love how right wing media garbage sites are trying to make this a line of criticism toward the president","1"
"okay it's called covid arm even tho i got the vaccine literally two weeks ago but there was an article written 20 hours ago ab it on usatoday so we're good 85 sure","1"
"but nys is opening so fast stfu you have literally multiple vaccine options its not our fault you don't believe in science","1"
"tell me how any of this bar the vaccine works 1 get healthy loose weight get sunshine strengthen your immune system 2 get off the internet write letters call family visit loved ones laugh covid19 is now endemic to our country","1"
"in knox county 75 are camping out in line to get a vaccine it's absolutely disgusting is an absolute fool","-1"
"says supply of the vaccine has been an issue has been vaccinating for the last week 1228 119 vaccines 1229 180 1230 290 1231 457 14 608 15 647 16 737 today and tomorrow there are 1200 appointments for vaccine","1"
"nice hoping for that brooklyn mass vax site to open for all and i can get mine soon too","1"
"the two people everyone wants to get a picture with are lady gaga and then any healthcare worker that will give them the vaccine","1"
"shot 1 of the maderna vaccine nycvaxchamp elmhurst","1"
"i love those who won't follow governmentcdc guidelines and yet complain vaccine not yet fda approved","1"
"none for first pfizer vaccine second shot is scheduled for 415","1"
"i see and respect your point anish to be honestthe free marke will sort this out if businesses want to require a vaccine passport let them do so and if they suffer they suffer if they don't suffer then great for them","1"
"i just watched one old lady flag down another old lady as she drove by her walking when she rolled down her window she gave the woman a big thumbs up and shouted we got the jandj vaccine today i've had a smile on my face ever since","1"
"the vaccine is good for ppl that never had corona before bc it makes you produce antibodies and the second dose to see how your body responds and usually the second dose you have more of a reaction which makes sense but what about if you had covid19 already getvaccinated","1"
"going for my second covid vaccine and again i'm thankful but so nervous i could vomit","1"
"so they say we've yet to see it i guess this is one instance when you are more optimistic and i am more pessimistic the reverse of usual i'll believe an american gets sent to prison for a fake vaccine card when i see it","1"
"someone is at zwanger radiology don't think it's the vaccine shot guys","-1"
"standing in line for my vaccine i have never been so excited to get a shot b4 lol","1"
"cool i support your right i did get the vaccine do you support mine","1"
"if anyone is looking to schedule a vaccine appointment javits center just released a ton of them","0"
"gas prices are going up due to people driving more because biden rolled out a doable vaccine plan as opposed to trump who ignored the pandemic entirely while he golfed biden has been in office 51 days and is working every day trump had already golfed twice by this time","1"
"drfauci the indianvariant is already here in the us my sweet jesus and the holyspirit has been trying to warn america along with dr and but only a few prescious souls were listening dr fauci we need a federal vax mandate now","1"
"he gets only credit for killing so many people while he lied and denied the virus and how powerful it was as he golfed get real much blood on his hands thats all he gets credit for even hid his vaccine sick murderer shall rott in hell","1"
"really would love to know how these guys came to their anti vax stance and decision like they are at the mercy of medical professionals as a way of life literally and a frickin vaccine has become their no go zone just stunning and bizarre","1"
"i think biden can get more people vaccinated by giving a deadline and shipping all excess to other countries let america know they have to get it now or wait 4 months and risk it scarcity makes things more desirable btw not everyone can get a vaccine in a month so it's a race","1"
"doing a segment rn on long island's typhoid mary as related to modern day vaccine deniers could not be more brilliant getaclue getvaxxed","1"
"nonetheless we're doing pretty ok and this was mostly under a discombobulated prior admin vaccine","1"
"this really makes me mad because forging vaccine cards is its own pandemic so i'm sure that the app will be required by certain locations at some point and sorry i don't want to get a pcr test to get into a mets game if i'm fully vaxxed because nys can't get its shit together","1"
"lol it's not 2006 this wikipedia article cites the world health organization's official position paper on the polio vaccine 7 times in the summary alone but i'm sure whatever education you have did such a good job that you're more qualified than the un","-1"
"7 million folks have had the j n j so if anything happens medically to any of the 7 mil it must be the vaccine","-1"
"well it's 99 troubling from a moral standpoint i understand certain communities have vaccine hesitancy due to a history of medical experimentation on them but there are far too many straight antivax folks out there and it's those people who i feel are selfish morons","1"
"do your research vaccinated people are spreaders the vaccine is not a cure and you still can get covid i know this because i asked my doctor vaccinated people are not safe to themselves and others","-1"
"just boofed the jandj vaccine heard it hits twice as fast this way","1"
"the pressure continues on the unvaxxed and i'm all for it","1"
"tucker carlson story on vaccine deaths was so misleading n hurtful my question on 177 vaccine deaths was how many were over 80yrs old if most vaccine deaths were 35yr 50yr old then yes that's alarming but carlson didn't give breakdown n wouldn't did he i don't think so","1"
"cannot begin to explain my joy at being able to obtain a vaccine appointment for my elderly neighbor with underlying conditions folks keep trying even if the window kicks you out 15 times","1"
"after spending the better part of yesterday checking for available vaccine appointments online i eventually just called the nyc hotline and got a nextday appointment near where i live that number is here 8778294692","1"
"also this employers need to be held accountable for penalizing employees who miss work to get the vaccine","1"
"the amount of yt people i've dealt with who were angry when they didn't qualify to get the vaccine showed me a l o t","1"
"first covid vaccine lfg","1"
"vaccine appointment tomorrow because science not stupidity","1"
"you can't get covid vaccine junior but get out there and make a tackle","1"
"hey buffalotwitter i've been seeing a lot of people complaining that the vaccine notification system is useless just saw that there's appointments available on ub south again sharingiscaring knowledgeispower vidvax covid19vaccine getemwhiletheyrehot","1"
"vaccine appt tomorrow buying lottery tickets to and from justdilapadatedenoughtoqualify","1"
"feeling lousy from covid vaccine my vacation is ending and i miss my daughter i lneed some impracticaljokers reruns always cheers me up","1"
"nearly 9 million vaccinated that's enough people to feel confident the vaccine is safe getvaccinated","1"
"our take on the trouble with excelsior pass vaccine pass must not fail governments need better cooperation","1"
"appointment booked for the vaccine at the in a couple weeks feels damn good","1"
"getting my vaccine","1"
"i think they are encouraged by the springsteen on broadway show using that policy despite anti vax protestors outside the theater opening night","1"
"new covid vaccine appointments available for 11226 at walgreen drug store 3000 church ave brooklyn ny make your appointment at","0"
"and im not saying im anti vax i just have my concerns thats all everyone reacts differently to these injections","-1"
"the best vaccine is the one you get","1"
"you're scared shitless of covid and the vaccine man your screwed","1"
"what about the rights of others why should i have to work next to a spreader when there is a free vaccine available people have the right not to vaccinate that does not mean there should not be consequences","1"
"virus numbers are surging why is new york's vaccine rollout sluggish","1"
"imagine being pro experimental vax and then complaining when its apparent it doesnt work that well foh trump grow some balls and get back into office and take care of this mess you let them steal the election you asshole","-1"
"yo marge enough with the awful holocaust analogies i'd say it makes you sound like a fucking moron but that happened a long time ago like at birth fyi most people aren't forced to wear masks or carry a vaccine record they do it because it's the intelligent choice","1"
"i kind of don't care about people who don't want the vaccine atp because for herd immunity enough people need to have had it and a good majority of the population needs to get vaccinated dassit","1"
"these kids probably have a lot of harddrugs in them lol had georgefloyd not been choked he probably would have died from a typical overdose after his vaccination","-1"
"also thank you to for the free coffee and donuts at the utica nys vaccine pod my sister who made this three hour drive with me and i needed it","1"
"yes but please do read the article you almost definitely can't get reinfected yet if you do it would be mild asymptomatic nobody here has died of covid reinfection no reinfected person is documented to have spread covid worldwide there are people who need vaccine priority","1"
"no i'm not being stupid i read a lot about all this but i realize that a lot of people post vax still remain scared and traumatized because who wouldn't be i had many covid scares cause yea it is scary","1"
"just registered to get the first dose of the vaccine this month","1"
"vaccines do protect against variants esp against hospitalization severe disease or death both doses of vaccine are important to protect against variants we should make all out efforts to procure as many proven vaccines as we canfrom wherever we can to tide over this crisis","1"
"my patient with covid19 asked me if i got the vaccine because she does not want to get me sick oh my heart medtwitter slpeeps medslp patientcare icurehab covid19vaccine","1"
"view do not say getting the vaccine for elder relatives is easy' many cannot get through and supply us so limited how did you all do it","1"
"sorry but you can't guarantee that and you simply shouldn't the one thing we know is the virus and vaccine hit each person differently and yes i still think everyone should get the vaccinewhich wasn't her question","1"
"i want to clarify for my new followers i advocate for covid vaccines and have helped many get vaccinated i think all nonimmune people should choose to vaccinate asap all vaccine mandates that neglect prior infection are disqualified as antiscientific and destroy public trust","1"
"it's about to get ugly over the next 2 years in politics we might not be on locked but we are about be grounded retweet if we are forced to get the vaccine and more people start dying after getting it who's going to jail someone will pay the price people have died already","-1"
"i'm a 66 year young navy vet and got my second pfizer biotech vaccine yesterday at the va harbor medical center on 23rd st in nyc","1"
"i know people are dunking on this but my feeling is whatever it takes tho i would have made it a full vax","1"
"vaccinated ppl did you get a sticker when you got your vaccine i didn't","1"
"you gonna give vaccine to park workers or","1"
"i'm vaccinated but it's america wanting the trust from people but then needing to recall this jandj vaccine for me like","1"
"has anyone else's soul planet nye bracelet started working again since they got the vaccine","1"
"again i restate i will not be taking no covid 19 vaccinefact 3 members of congress still tested positive for covid19 despite taking the 1st shot oh they are going to tell you that they needed the 2nd shot in 21 days to be fully protected","-1"
"people living in suffolk county have to travel to nyc to get the vaccine w h y","1"
"no because those who won't get the vaccine are why we have more variants","1"
"covid19 devastated family's plea after death of lawyer who refused to get coronavirus vaccine","1"
"i'm not happy about it but if just showing my vax card is enough to finally get to see the yankees live first time in 2 years then i'll have to live with it for time being","1"
"if a child is vaccinated without parental permission he should be sued you have local doctors lying and telling people that vaers is an anti vax website it is an adverse reaction reporting system part of the cdc and telling patients the vaccine is fda approved now this","-1"
"gives us vaccine and buffalo public schools will vaccinate not just our teachers but all staff telling us what to do without the means is empty rhetoric","1"
"i get my last vaccine tomorrow","1"
"it's been 48 hours since i've received the vaccine but i don't feel any major side effects in fact i'm feeling better than i did before i got the shot i strained my right calf after getting out of bed from doing a leg stretch motrinheat rub and a knee brace fixed that","1"
"i have literally been one of those people that has taken harmful substances you can be skeptical but understand that it's hypocritical to ingest lethal concoctions while telling other people what they shouldn't be getting a vaccine because you personally don't trust it","1"
"okay i moved my touch up tattoo appt i have my second vaccine the day before and i'd die to have to cancel day off i try to be a good client","1"
"just got my first dose moderna vaccine","1"
"y'all really taking that fake ass covid vaccine ain't no way lmao","-1"
"as put it best how did we get back here with a vaccine the more y'all dodge and talk we get nowhere","-1"
"this vaccine cult is dangerous","-1"
"giving the unhealthiest stuff away to those who got the vaccine to a virus that affects unhealthy and obese people the most please make it make sense","-1"
"history will show biden succeeded trump failed trump downplayed and ignored the virus so many people suffered and died that didnt have to did trump ultimately order some vaccine dosages yes but not nearly enough biden came in with a plan and fought trump's virus war for him","1"
"b4 i left back out da country i wanted 2 get my yearly physicalgreat news all around also inquired about the possibility of getting da vaccinejust cuz i was curious and not that i actually wanted iti mighta gotten it today if i didnt have 2 b here 28 days l8r 2 get 2nd dose","1"
"for a college educatedperson kirky is the poster boy for allmagaantivax did my research gibberish","1"
"and now cole won't take the vaccine","-1"
"let's chase the virus by getting the vaccine","1"
"czerda seh to ask yall which doctor he gotta fuck to get the vaccine he make sure i copy and paste that one","1"
"uhhh i somehow was able to book a vaccine appointment today for myself at 430 fuck yesssss","1"
"my vaccine is fully valid today and for the first time i went outside without the mask just my nostrils and fresh air no condom que rico","1"
"up early on my day off hoping to be quick and snag a vaccine spot right 8 hoping old man's thumbs can work fast","1"
"some women experiencing lumps after getting covid19 vaccine","-1"
"screw cuomo but this is the right choice especially considering most of it is outside and the county's high vax rate","1"
"bro these conspiracy theorist be annoying stop tryna convince people who should and shouldnt get the vaccine do whats best for you and mind your business","1"
"i woke up to an email this am cancelling my march 1st first covid vaccine and given no reason for doing so and no option to reschedule i meet 2 current eligibility requirements i'm at a loss","1"
"igottheshotnyc staysafe getvaccinated smooth and easy experience and what a beautiful location for a vaccine site the city college of new york","1"
"yeah the vaccine definitely works","1"
"if you're one of those who won't take a vaccine because you say something like covid has 99 survival rate yet you are using the johnsonandjohnson vaccine news to help try and prove your point to not take a vaccine you are destroying your own argument","1"
"the earth pop is 8b this virus is highly contagious and mutating fast into more powerful versions we will need boosters forever vaxxed are getting flu like symptoms you can't put a forest fire out with your feet most nonvaxxed people are destined to die vax efficacy is 95","1"
"who's getting the virus the vaxxed and the unvaxxed who's spreading it the vaxxed and the unvaxxed who's dying from it the vaxxed and the unvaxxed who's dying from the vaccine the vaxxed you're welcome","-1"
"a man in his 90s from southwest sydney died in liverpool hospital he had received one dose of a covid19 vaccine in april","-1"
"a vaccine is not a cure","-1"
"again for folks out there the 1st dose of the vaccine isn't a cure all the 1st shot preps your body then 1021 days later get the 2nd that will bolster your system don't be stupid continue to stay masked up maintain your distance and be smart","1"
"might buy a silk shirt to celebrate my second vaccine","1"
"while i am ecstatic to possibly receive my first dose of the vaccine this week and my parents in the coming weeks we also realize that it doesn't mean we'll be rushing back to friday night dinners please stay vigilant","1"
"okay 1 down 1 to go thanks pfizer for the vaccine and thanks to the staff from the info booth to the nurses of harlem hospital aka the harlem covid vaccine clinic for a pleasant painless and well organized experience kindness goes a long way and they have it covidvaccine","1"
"also an important reminder to build build your rushed vaccine candidate using hiv proteins","1"
"and it should be incentive based ie bars should be able to choose to open to 100 capacity if they check vaccine cardspassports this incentivizes ppl to get vaxxed closing barsrestaurants at a certain time makes no difference as it pertains to the virus","1"
"dr prowell argues a straw man as dr giroir didn't recommend people get covid instead of a vaccine insinuating that he did is defamation it's irrelevant to recognizing immunity of those with confirmed prior infection and exempting them from vaccine mandates verifications 24","-1"
"no i have a greater chance of dying from covid than getting a vaccine in rockland county ny and i pay one of the highest property tax in the country","1"
"4 make sure you get that proof on paper same with religion as i heard that's a thing i used to post about how the vaccine works and i got shut down for it cuz i was considered obsessed about it when i was just telling stories that happened to involve the vaccine","1"
"40 minutes early to my vaccine appointment and the line is wrapped around the block","1"
"she had covid already so likely has better protection than you why should your vaccine credentials give you privileges that her antibody test doesn't","-1"
"at what point of the inane conversation about the people dying today of covid who don't believe in the vaccine are we going to address the massive failure in our education system","1"
"fyi for any of the military officers who follow me if anyone pulls this shit and claims to be catholic be advised that the catholic church has very clearly and explicitly encouraged getting the vaccine miltwitter references","1"
"open the vaccine for everybody please","1"
"taking the day off to enjoy my 2nd dose of the covid19 vaccineeverything seems to be fine so i'll see you all monday morning vaccinevacation lakeeffecttech lake effect tech","1"
"i came up with the vaccine trump whopper lol yeahe went in with a lab coat","1"
"someone on my zoom was live from their vaccine appointment and got the shot while we were talking","1"
"we are no longer in the let someone else get the vaccine first phase of this mess are currently in the let me get mine phase","1"
"now open to all ages we'll just prioritize 40 folks ppl who don't mind getting their vaccine at javits center will get an appointment pretty quick vaccinateny vaccine","0"
"at least there's a vaccine for covid","1"
"public health professionals and the cdc recommend including people that had covid already in vaccine priority groups now we've vaccinated 10 million people with immunity before 10 million people with high risk please either defend that or reconsider retract your statement","1"
"i'll save lives if you make me rich fuck you dude the vaccine is free","1"
"it's dramatic and exciting all this i hate vaccine mandates talk the reality is without a vaccine a lot of people won't be able to do things and that will probably force a significant number to get vaccinated so drama away people it's not going to change reality","1"
"lmao i just think it's crazy how in some countries they got people on a waitlist since march for the covid vaccine until september meanwhile they're paying people 100 to get vaccinated","1"
"shorty should've took the vaccine","1"
"any chance of manufacturing jobs being added to the list soon i know there's a shortage of vaccines but i work for a pharmaceutical company in grand island that's making a dilutant for the covid vaccine i think we're just as essential as anyone","1"
"not yet i've no medical exception and they haven't hit my age group though they say by may 1 all states have to open vaccine appointments to everyone then it'll be even more bonkers to try and schedule","1"
"i think people should get vaccinated but saying that you can't oppose vaccine mandates while simultaneously wanting to ban abortions is absurd","1"
"so we crushed it despite vaccinemove fatigue and are already unpacked told gorilla bins they can pick up the bins early tomorrow","1"
"vaccine dose 2 report i can report intense side effects of feeling relieved and unspeakably excited to safely visit friends and family again also you know travel","1"
"purr getting the moderna vaccine someone gift me a stock thanks","1"
"old enough to need the shingles vaccine and old enough to have had chicken pox so i actually do have to get it","1"
"all genius people involved behind this gift of overall 'corona spread and vaccine ' should be awarded noble prize","1"
"but if it's the second dose you can walk in without an appt however the vaccine card is a must first dose for sure appt second dose not necessary they also only administer pzifer no moderna","1"
"1 my week so far possible vaccineinduced itp mca infarct with polycythemia and afib not sure if pv but treating as such until jak2 back chronic relapsing itp a weird case of fuo with lytic bone lesions premature menopause i am suspecting a histiocytosis","-1"
"this threadshareabout vaccine and masks and ongoing protection","1"
"i taught my class about herd immunity this morning we need as many people as possibly to get the vaccine inperson educators should get the vaccine 1st and remote ppl should get it too if you're mad be mad at for this rollout not individual educators","1"
"meanwhile is opposed to requiring the vaccine","-1"
"albany county's vaccination numbers are improving but work still needs to be done there are still over 600 appointments available to get the pfizer vaccine today at the times union center please follow the link below to register vaccinateny","1"
"happy cheapiefriday i survived the vaccine and will be in the cape hopefully by sundown","1"
"again today this time watched a man try to get the vaccine and be turned away and told to go sign up online at this point we should be getting shots in arms the moment someone is interested not telling people to come back later","1"
"takes long vaccine nap","1"
"the only available vaccine appointment in westchester was on my grandpa's birthday and i was able to get it for my dad so grateful he's looking out for us","1"
"i wonder for those who have gotten their vaccine for covid19 if you had to wait on crazy long lines like i am now","1"
"i mean this is crazy he did the right thing the vaccine had to be used he used it he was fired","1"
"how can i enter one of these vaccine sweepstakes mama wants a jet ski","1"
"the lord gave us free will you can ignore science you can ignore vaccination you choose to think that the revolver with 4 bullets won't go off on the next squeeze how would you feel about watching your kid die a painful death you could have prevented vax them mask them","1"
"i got moderna my wife pfizer both are doubled vax and done neither had any side effects nothing get it done save the world","1"
"if the goal is to stimulate antibody production why would people who produce antibodies due to past infection need the vaccine any doc who pushes the vax on people who already have antibodies is either a quack a monster or both","-1"
"more like when my second dose of the vaccine hits night y'all","1"
"double dosed and fully vaccinated super grateful to be a serious step closer to seeing my family in the spring vaccine nycvaxchamp lincoln medical center","1"
"i had someone tell me he didn't want the vaccine because he didn't know what was in it i then proceeded to point to his gatorade and said name the first 5 ingredients in that go and he said no no see that's different","1"
"go to 100 capacity vaccine required do it so these scalping prices drop","1"
"yes because i want to convey respect for my fellow shoppers who may not know my vaccine status plus there are still other viruses out there","1"
"breaking news astrazeneca says us trial data shows vaccine 79 effective 100 effective in preventing hospitalization and they're now seeking fda approval","1"
"it is also not lost on me that a large number of poc have not been able to receive their vaccine because of accessibility sake eligibility and accessibility are not one of the same lack of resources lead to lack of health medicareforall","1"
"vaccine here we are","1"
"i got an hpv vaccine in the thigh i couldn't walk for two days it was really bad pfizer covid vax gave me only the mildest arm pain like i had to actually lift my arm to feel it","1"
"had this convo yesterday with a friend didn't know canada was doing it but suggested kids eligible for vaccine by yearend should be able to get it before school starts or maybe anyone turning 12 during the school year even seems pretty low risk","1"
"other countries have had few deaths and illnesses it's always been about never getting the virus there's no covid19 in several countries one case gets taken care of immediately as long as the virus is spread it will create variants that will outrun any vaccine read","-1"
"we've both had our double pfizer vaccine and absolutely still intend to wear masks until the experts advise we don't need to","1"
"hey u should be ashamed at the state of vaccine roll outs still can't get in u have failed us covidvaccine covid failure","1"
"johnson and johnson covid19 vaccine appointments are available on sunday mar 14th for holocaust survivors and seniors ages 65 please call zehava b wallace lmsw for an appt at 7184495000 ex 2292","0"
"ignore the ostriches get vaccinated if you can vaccine covid coronavirus ostriches vacationvibes pandemic health besafeeveryone corona vaccines vaccination virus medicine lockdown india science quarantine influenza news doctor stayhome healthcare who","1"
"and it's all the more reason for everyone to get access to a vaccine and to get it","1"
"being hauntingly beautiful seems to be a side effect of the vaccine for me personally","1"
"here's a fun question how many antivaxxers who think the vaccine is about control and being tracked have a smartphone and use facebook","1"
"my husband and i both have fatigue and he had a mild cough for a few days but he's had a cough on and off since the beginning of the month we got tested saturday because a contact tested positive gonna get tested again this wknd i'm due for my second vaccine dose soon too","1"
"1 day vaccine sunday march 21 1st shot cvs","1"
"i got low antibodies from vaccine and got side effects both shots and biologics were suspended at the time","-1"
"3 weeks after the first injections if you thought the state's bold new plan to give primary care docs access to the vaccine meant you could contact yours for an appointment you'd be wrong this is still just for docs and their staff","1"
"i received both doses of the vaccine with no side effects please consider getting yours too albany county still has available appointments at our times union center vaccination clinic this thursday follow the link below to register vaccinateny","1"
"myself along with the musicians stage managers production managers wardrobe staff etc will be happy to make your vaccination experience as positive as we can it may include jazz hands vaccine covid19 vaccinate","1"
"am i crazy why make more people eligible to receive vaccines when there are no vaccine appointments for those of us who are already eligible we have demand but no supply in nyc","1"
"i'm gonna walk to the top of the mountain and let the bears take me mama moga on the idea of enforcing vaccine mandates among the rednecks in nepa","-1"
"getting the vaccine does not block or stop covid19 it just means that once you contract it it won't be severe that's the problem with new variants antimaskers andspring break it's impossible to think we are going to be safe unlike china or australia who didn't have trumps gop","-1"
"tomorrow vaccine mandate to go into a restaurant begins in all five boroughs he has officially become a dictator there will be restaurants that will not comply","-1"
"thank you i hope everyone can get the vax soon such a feeling of relief","1"
"seems conservatives have to get covid to be convinced vaccines work suggestion maybe just do some reseaech eg the deadly polio virus that crippled so many children in the 1950s was never cured only the salk vaccine eradicated this scourge getvaccinated","1"
"this cancer crusher got her 1st covid vaccine shot today at the hospital where i was admitted for a severe chemotherapy allergy 2 weeks ago moving at a turtle's pace as i heal nothing was going to stop me from protecting myself and others fight like a girl shirt from my sis","1"
"new york is opening at 100 on may 19th is this too soon keep in mind only 325 of new yorkers are fully vaxxed most virologists and epidemiologists agree that herd immunity begins at 70 covid covid19 ny nyc vaccine pfizer moderna johnsonandjohnson","1"
"getting vaccine today maybe diabetics won","1"
"most places i go make you show your vaccine card","1"
"last march the world realized in panic that lockdowns were here to stay this month should unwind that reaction the us authorization of jandj's new vaccine and rapid production increases by moderna and pfizer are good news for americans but also for everyone else","1"
"good thing i'm a mets insider otherwise i wouldn't have know about the vaccine site","1"
"hundreds of appointments available for tomorrow through monday at this point it seems like there's more vaccine available than those eligible","1"
"they can go anywhere cool after getting the vaccine and they choose disney lmao","1"
"i thought being a doctor you'd get the vaccine sooner","1"
"as we desperately need more vaccine supply we also need a plan to vaccinate homebound seniors and their caregivers","1"
"someone post how 246 detroit residents got the vaccine and still caught covid and 3 died 1 did they say you cant get covid no but it lessens the severity 23 outta 246 is way better than the numbers in comparison to last year this time","1"
"it has been 48 hours since my second dose of the pfizer vaccine i'm glad to be able to say i only felt some soreness and was tired because i had tennis lessons on friday evening at 8pm and then intense cardio tennis on saturday at 9am","1"
"congrats on getting vax i look forward to getting mine when i'm allowed","1"
"i'm about to unfollow this person who even though got the vaccine still thinks they didn't need to get it and saying there's no difference in getting it or not i mean fuck what else do you need","1"
"sad but true it's the only way we all continue to get the vaccine or booster new city new york","1"
"stop forgetting about the jandj vaccine crew we exist too","1"
"do two things implement the vaccine passport system and consciously at the same time work to ensure impartiality in all communities","1"
"why discourage your constituents from taking the vaccine when he took it in secretand why americans knowingly follow his lies as truth break the cycle","1"
"n i was ready to het the vaccine now too smh","1"
"suffering from severe vax fomo sharing my recital memories because i'm trying to remember what having hope felt like","1"
"i just went to qsac with my brother that i was getting first dose of covid19 vaccine and take for only 3 to 4 weeks covid19vaccine qsac","1"
"i want to get the covid vaccine but i also want to still have a great excuse to not go anywhere","1"
"one unexpected side effect of the vaccine realizing how many public figures' bare arms you'd never seen before","1"
"how can we say that we're working towards a more perfect union when we are wasting vaccines that could help people in other parts of the world who don't need any kind of rewarded other than the vaccine itself","1"
"i'll probably be getting the moderna vaccine today","1"
"how does nobody find it weird that we dead ass getting bribed to take a vaccine","-1"
"i got my first dose of vaccine covid19 vaccine","1"
"my parents are getting their first vaccine tomorrow","1"
"getting the covid vaccine on friday","1"
"a little prick warns before injecting the coronavirus vaccine","1"
"late last night nys added about 1800 to 2000 vaccine appointments per day for thursday through next wednesday at the fairgrounds if you're eligible and need an appointment go grab yourself one","0"
"breakingnews small business owner in brooklyn and staten island just filed a lawsuit against mayor bill deblasio on his vaccine mandate law smallbusinessowners nyc taliban","-1"
"i never watch tv haven't owned one in years put on the mets game well over half of the commercials are covid or the vaccine it's like they are trying to drive people crazy","-1"
"also a women i know laminated hers and wore it around her neck and i'm sorry i'm all for the vaccine but this is starting to feel very scarlet letter","1"
"when can i get the vaccine put me back to workin a schoolvaccinate the students and the college kidsget us all back to work and learning please vaccinationscauseadults","1"
"if you are a military vet in nyc you can get your covid pfizer vaccine inoculationat the va medical center on east 23st street they are currently making appointments for vets 75 and over if you are just under 75 your pcp must prescribe it call 8778779267","1"
"i honestly feel safer in a large crowd at times square than i do at home in florida there are testing tents and vaccine tents everywhere people are still wearing masks even when it's only recommended then there's this","1"
"y'all would fuck somebody raw with 0 hesitation but question a vaccine that could help save your life","1"
"you don't get anything the vaccine is great for many people but if you're going to order everyone to take it rather than offer that's a bigger problem than the actual disease where does it stop by the time the football season starts a third shot will be needed","-1"
"giving kids vaccine just stupid","-1"
"the energy ppl are putting towards critiquing soul vs the energy they've failed to put towards that really matters like this vaccine how we digest the election problematic celebrities being worshipped is beyond me","1"
